Id,Title,Description,Status,Priority,Assigned,CreatedDate,UpdatedDate,TaskCode,ProjectId
1955,Добавить комментарии к задачам,Оптимизировать отправку сообщений,InProgress,High,alex|ivan,2026-03-02T00:00:00,,KAN-1955,4
1956,Исправить проблему с блокировками,Добавить журнал отправленных уведомлений,Review,High,olga,2026-04-05T00:00:00,,KAN-1956,5
1957,Добавить метки задач,Интегрировать с внешними сервисами,Review,High,ivan,2026-02-02T00:00:00,2026-02-11T00:00:00,KAN-1957,2
1958,Добавить роли пользователей,Обновить механизм сессий,InProgress,Medium,ivan|alex,2026-02-28T00:00:00,2026-03-20T00:00:00,KAN-1958,5
1959,Добавить уведомления,Исправить нестабильное поведение функции,ToDo,Medium,ivan|olga,2026-04-07T00:00:00,,KAN-1959,3
1960,Исправить загрузку аватаров,Добавить новые связи между таблицами,Done,Medium,anna|alex,2026-02-21T00:00:00,,KAN-1960,5
1961,Добавить роли пользователей,Рефакторинг авторизации,Review,Low,olga,2026-02-25T00:00:00,2026-02-26T00:00:00,KAN-1961,1
1962,Обновить механизм сессий,Оптимизировать текущую реализацию,InProgress,High,alex,2026-03-03T00:00:00,,KAN-1962,5
1963,Добавить роли пользователей,Реализовать шаблоны уведомлений,ToDo,Medium,olga,2026-03-11T00:00:00,2026-03-17T00:00:00,KAN-1963,3
1964,Проверить целостность данных,Исправить проблему с блокировками,Review,Medium,maria|ivan,2026-01-30T00:00:00,,KAN-1964,3
1965,Улучшить производительность доски,Добавить проверку токена,Done,High,maria|alex,2026-03-06T00:00:00,,KAN-1965,4
1966,Оптимизировать транзакции,Добавить роли пользователей,Review,Medium,maria|anna,2026-03-03T00:00:00,2026-03-16T00:00:00,KAN-1966,3
1967,Добавить двухфакторную аутентификацию,Исправить нестабильное поведение функции,ToDo,Medium,john,2026-02-19T00:00:00,2026-03-06T00:00:00,KAN-1967,3
1968,Добавить новые связи между таблицами,Добавить роли пользователей,ToDo,Medium,alex,2026-02-22T00:00:00,2026-02-24T00:00:00,KAN-1968,2
1969,Добавить обработку ошибок отправки,Исправить нестабильное поведение функции,Done,Medium,alex|john,2026-01-24T00:00:00,2026-01-29T00:00:00,KAN-1969,4
1970,Добавить обработку ошибок БД,Добавить журнал активности,Review,Low,anna,2026-02-09T00:00:00,2026-02-19T00:00:00,KAN-1970,3
1971,Добавить восстановление пароля,Исправить нестабильное поведение функции,InProgress,Medium,maria,2026-01-24T00:00:00,2026-01-24T00:00:00,KAN-1971,4
1972,Рефакторинг авторизации,Добавить индексы для таблиц,InProgress,Medium,alex|maria,2026-01-29T00:00:00,2026-02-15T00:00:00,KAN-1972,1
1973,Улучшить проверку логина,Проверить целостность данных,InProgress,Low,alex,2026-03-09T00:00:00,2026-03-20T00:00:00,KAN-1973,3
1974,Улучшить производительность доски,Реализовать поиск задач,Done,Medium,john|ivan,2026-03-17T00:00:00,2026-04-04T00:00:00,KAN-1974,4
1975,Добавить дедлайны задач,Добавить проверку токена,Done,Medium,john|alex,2026-03-17T00:00:00,,KAN-1975,4
1976,Добавить уведомления,Обновить интерфейс страницы,ToDo,Low,anna|maria,2026-02-16T00:00:00,2026-02-28T00:00:00,KAN-1976,2
1977,Добавить настройку частоты уведомлений,Реализовать обработку ошибок отправки,InProgress,Low,olga|john,2026-04-10T00:00:00,2026-04-12T00:00:00,KAN-1977,1
1978,Исправить нестабильное поведение функции,Добавить журнал изменений БД,ToDo,High,maria|olga,2026-03-12T00:00:00,2026-03-19T00:00:00,KAN-1978,2
1979,Добавить дедлайны задач,Добавить проверку токена,InProgress,Medium,ivan,2026-02-26T00:00:00,2026-03-08T00:00:00,KAN-1979,3
1980,Добавить индексы для таблиц,Интегрировать с внешними сервисами,InProgress,Low,alex|maria,2026-02-17T00:00:00,2026-03-08T00:00:00,KAN-1980,5
1981,Оптимизировать транзакции,Реализовать кэширование запросов,ToDo,Medium,olga|alex,2026-02-28T00:00:00,,KAN-1981,4
1982,Оптимизировать запросы базы данных,Проверить целостность данных,Review,High,john|maria,2026-03-24T00:00:00,2026-03-25T00:00:00,KAN-1982,5
1983,Добавить индексы для таблиц,Добавить обработку ошибок БД,ToDo,Medium,alex,2026-04-07T00:00:00,2026-04-15T00:00:00,KAN-1983,3
1984,Улучшить производительность доски,Реализовать обработку ошибок отправки,Done,Low,anna,2026-02-19T00:00:00,2026-03-10T00:00:00,KAN-1984,3
1985,Реализовать шаблоны уведомлений,Добавить журнал изменений БД,InProgress,High,john,2026-01-23T00:00:00,2026-02-01T00:00:00,KAN-1985,4
1986,Добавить дедлайны задач,Добавить роли пользователей,Done,Medium,olga,2026-04-02T00:00:00,2026-04-20T00:00:00,KAN-1986,2
1987,Исправить ошибку авторизации,Проверить целостность данных,ToDo,Medium,ivan|anna,2026-03-21T00:00:00,2026-04-06T00:00:00,KAN-1987,3
1988,Добавить комментарии к задачам,Оптимизировать транзакции,ToDo,High,olga|alex,2026-03-21T00:00:00,2026-04-07T00:00:00,KAN-1988,3
1989,Добавить комментарии к задачам,Реализовать обработку ошибок отправки,Done,Medium,maria,2026-02-25T00:00:00,2026-02-25T00:00:00,KAN-1989,3
1990,Добавить настройку частоты уведомлений,Оптимизировать процесс входа,ToDo,Low,maria,2026-01-13T00:00:00,2026-01-25T00:00:00,KAN-1990,1
1991,Добавить проверку токена,Иногда возникает ошибка при работе с API,InProgress,High,alex,2026-01-25T00:00:00,,KAN-1991,2
1992,Добавить восстановление пароля,Проверить целостность данных,Review,Medium,alex|maria,2026-04-04T00:00:00,,KAN-1992,2
1993,Добавить индексы для таблиц,Добавить журнал отправленных уведомлений,ToDo,Low,olga,2026-03-20T00:00:00,2026-04-01T00:00:00,KAN-1993,4
1994,Добавить обработку ошибок отправки,Оптимизировать текущую реализацию,Review,Medium,ivan,2026-01-25T00:00:00,2026-02-08T00:00:00,KAN-1994,3
1995,Реализовать дополнительную бизнес-логику,Реализовать шаблоны уведомлений,Done,Medium,ivan,2026-03-18T00:00:00,2026-04-06T00:00:00,KAN-1995,2
1996,Добавить обработку ошибок БД,Интегрировать с внешними сервисами,Done,Medium,john|olga,2026-02-28T00:00:00,2026-03-02T00:00:00,KAN-1996,2
1997,Добавить журнал изменений БД,Оптимизировать транзакции,ToDo,Low,john,2026-03-01T00:00:00,2026-03-02T00:00:00,KAN-1997,5
1998,Реализовать поиск задач,Добавить проверку токена,Done,Medium,anna|john,2026-03-07T00:00:00,2026-03-10T00:00:00,KAN-1998,1
